data_type,n,d,livello,rep,method,measure,acc./ARI
Gauss,10000,10,facile,85,umap,kmeans,0.6143
Gauss,10000,10,facile,85,umap,tree,0.9191
Gauss,10000,10,facile,85,pca,kmeans,0.5461
Gauss,10000,10,facile,85,pca,tree,0.9116
Torus,10000,10,facile,85,tsne,kmeans,0.3241
Torus,10000,10,facile,85,tsne,tree,0.9931
Torus,10000,10,facile,85,umap,kmeans,0.4841
Torus,10000,10,facile,85,umap,tree,0.9932
Torus,10000,10,facile,85,pca,kmeans,0.117
Torus,10000,10,facile,85,pca,tree,0.8877
Gauss,10000,10,facile,86,tsne,kmeans,0.6102
Gauss,10000,10,facile,86,tsne,tree,0.9203
Gauss,10000,10,facile,86,umap,kmeans,0.6222
Gauss,10000,10,facile,86,umap,tree,0.9202
Gauss,10000,10,facile,86,pca,kmeans,0.5658
Gauss,10000,10,facile,86,pca,tree,0.9162
Torus,10000,10,facile,86,tsne,kmeans,0.3424
Torus,10000,10,facile,86,tsne,tree,0.9937
Torus,10000,10,facile,86,umap,kmeans,0.6015
Torus,10000,10,facile,86,umap,tree,0.9945
Torus,10000,10,facile,86,pca,kmeans,0.1228
Torus,10000,10,facile,86,pca,tree,0.8974
Gauss,10000,10,facile,87,tsne,kmeans,0.6056
Gauss,10000,10,facile,87,tsne,tree,0.9217
Gauss,10000,10,facile,87,umap,kmeans,0.6165
Gauss,10000,10,facile,87,umap,tree,0.919
Gauss,10000,10,facile,87,pca,kmeans,0.5334
Gauss,10000,10,facile,87,pca,tree,0.9119
Torus,10000,10,facile,87,tsne,kmeans,0.3196
Torus,10000,10,facile,87,tsne,tree,0.9929
Torus,10000,10,facile,87,umap,kmeans,0.6279
Torus,10000,10,facile,87,umap,tree,0.9932
Torus,10000,10,facile,87,pca,kmeans,0.1074
Torus,10000,10,facile,87,pca,tree,0.932
Gauss,10000,10,facile,88,tsne,kmeans,0.6253
Gauss,10000,10,facile,88,tsne,tree,0.9227
Gauss,10000,10,facile,88,umap,kmeans,0.638
Gauss,10000,10,facile,88,umap,tree,0.9215
Gauss,10000,10,facile,88,pca,kmeans,0.5703
Gauss,10000,10,facile,88,pca,tree,0.9148
Torus,10000,10,facile,88,tsne,kmeans,0.3042
Torus,10000,10,facile,88,tsne,tree,0.9927
Torus,10000,10,facile,88,umap,kmeans,0.5015
Torus,10000,10,facile,88,umap,tree,0.9938
Torus,10000,10,facile,88,pca,kmeans,0.1119
Torus,10000,10,facile,88,pca,tree,0.9414
Gauss,10000,10,facile,89,tsne,kmeans,0.5873
Gauss,10000,10,facile,89,tsne,tree,0.9176
Gauss,10000,10,facile,89,umap,kmeans,0.6219
Gauss,10000,10,facile,89,umap,tree,0.9162
Gauss,10000,10,facile,89,pca,kmeans,0.5487
Gauss,10000,10,facile,89,pca,tree,0.9126
Torus,10000,10,facile,89,tsne,kmeans,0.3255
Torus,10000,10,facile,89,tsne,tree,0.9915
Torus,10000,10,facile,89,umap,kmeans,0.6583
Torus,10000,10,facile,89,umap,tree,0.9933
Torus,10000,10,facile,89,pca,kmeans,0.1265
Torus,10000,10,facile,89,pca,tree,0.9394
Gauss,10000,10,facile,90,tsne,kmeans,0.5941
Gauss,10000,10,facile,90,tsne,tree,0.9211
Gauss,10000,10,facile,90,umap,kmeans,0.6329
Gauss,10000,10,facile,90,umap,tree,0.9205
Gauss,10000,10,facile,90,pca,kmeans,0.5616
Gauss,10000,10,facile,90,pca,tree,0.9143
Torus,10000,10,facile,90,tsne,kmeans,0.3174
Torus,10000,10,facile,90,tsne,tree,0.9929
Torus,10000,10,facile,90,umap,kmeans,0.4656
Torus,10000,10,facile,90,umap,tree,0.9946
Torus,10000,10,facile,90,pca,kmeans,0.1173
Torus,10000,10,facile,90,pca,tree,0.8874
Gauss,10000,10,facile,91,tsne,kmeans,0.6272
Gauss,10000,10,facile,91,tsne,tree,0.9231
Gauss,10000,10,facile,91,umap,kmeans,0.6282
Gauss,10000,10,facile,91,umap,tree,0.9215
Gauss,10000,10,facile,91,pca,kmeans,0.5535
Gauss,10000,10,facile,91,pca,tree,0.9159
Torus,10000,10,facile,91,tsne,kmeans,0.3903
Torus,10000,10,facile,91,tsne,tree,0.9926
Torus,10000,10,facile,91,umap,kmeans,0.6171
Torus,10000,10,facile,91,umap,tree,0.9948
Torus,10000,10,facile,91,pca,kmeans,0.1192
Torus,10000,10,facile,91,pca,tree,0.94
Gauss,10000,10,facile,92,tsne,kmeans,0.6269
Gauss,10000,10,facile,92,tsne,tree,0.9241
Gauss,10000,10,facile,92,umap,kmeans,0.6349
Gauss,10000,10,facile,92,umap,tree,0.924
Gauss,10000,10,facile,92,pca,kmeans,0.57
Gauss,10000,10,facile,92,pca,tree,0.9183
Torus,10000,10,facile,92,tsne,kmeans,0.3248
Torus,10000,10,facile,92,tsne,tree,0.9923
Torus,10000,10,facile,92,umap,kmeans,0.7106
Torus,10000,10,facile,92,umap,tree,0.9934
Torus,10000,10,facile,92,pca,kmeans,0.1074
Torus,10000,10,facile,92,pca,tree,0.9064
Gauss,10000,10,facile,93,tsne,kmeans,0.6355
Gauss,10000,10,facile,93,tsne,tree,0.9234
Gauss,10000,10,facile,93,umap,kmeans,0.6285
Gauss,10000,10,facile,93,umap,tree,0.9243
Gauss,10000,10,facile,93,pca,kmeans,0.5562
Gauss,10000,10,facile,93,pca,tree,0.9177
Torus,10000,10,facile,93,tsne,kmeans,0.3578
Torus,10000,10,facile,93,tsne,tree,0.9935
Torus,10000,10,facile,93,umap,kmeans,0.4513
Torus,10000,10,facile,93,umap,tree,0.9935
Torus,10000,10,facile,93,pca,kmeans,0.1165
Torus,10000,10,facile,93,pca,tree,0.9086
Gauss,10000,10,facile,94,tsne,kmeans,0.6329
Gauss,10000,10,facile,94,tsne,tree,0.924
Gauss,10000,10,facile,94,umap,kmeans,0.6554
Gauss,10000,10,facile,94,umap,tree,0.9258
Gauss,10000,10,facile,94,pca,kmeans,0.5589
Gauss,10000,10,facile,94,pca,tree,0.92
Torus,10000,10,facile,94,tsne,kmeans,0.4011
Torus,10000,10,facile,94,tsne,tree,0.9928
Torus,10000,10,facile,94,umap,kmeans,0.7276
Torus,10000,10,facile,94,umap,tree,0.9934
Torus,10000,10,facile,94,pca,kmeans,0.1155
Torus,10000,10,facile,94,pca,tree,0.8905
Gauss,10000,10,facile,95,tsne,kmeans,0.6228
Gauss,10000,10,facile,95,tsne,tree,0.9203
Gauss,10000,10,facile,95,umap,kmeans,0.648
Gauss,10000,10,facile,95,umap,tree,0.9211
Gauss,10000,10,facile,95,pca,kmeans,0.5625
Gauss,10000,10,facile,95,pca,tree,0.9146
Torus,10000,10,facile,95,tsne,kmeans,0.3931
Torus,10000,10,facile,95,tsne,tree,0.9946
Torus,10000,10,facile,95,umap,kmeans,0.5938
Torus,10000,10,facile,95,umap,tree,0.9956
Torus,10000,10,facile,95,pca,kmeans,0.1033
Torus,10000,10,facile,95,pca,tree,0.9028
Gauss,10000,10,facile,96,tsne,kmeans,0.6102
Gauss,10000,10,facile,96,tsne,tree,0.92
Gauss,10000,10,facile,96,umap,kmeans,0.6241
Gauss,10000,10,facile,96,umap,tree,0.9195
Gauss,10000,10,facile,96,pca,kmeans,0.5508
Gauss,10000,10,facile,96,pca,tree,0.9162
Torus,10000,10,facile,96,tsne,kmeans,0.3257
Torus,10000,10,facile,96,tsne,tree,0.9935
Torus,10000,10,facile,96,umap,kmeans,0.5021
Torus,10000,10,facile,96,umap,tree,0.9933
Torus,10000,10,facile,96,pca,kmeans,0.1195
Torus,10000,10,facile,96,pca,tree,0.9239
Gauss,10000,10,facile,97,tsne,kmeans,0.6043
Gauss,10000,10,facile,97,tsne,tree,0.9193
Gauss,10000,10,facile,97,umap,kmeans,0.6247
Gauss,10000,10,facile,97,umap,tree,0.9171
Gauss,10000,10,facile,97,pca,kmeans,0.5697
Gauss,10000,10,facile,97,pca,tree,0.9154
Torus,10000,10,facile,97,tsne,kmeans,0.257
Torus,10000,10,facile,97,tsne,tree,0.994
Torus,10000,10,facile,97,umap,kmeans,0.4727
Torus,10000,10,facile,97,umap,tree,0.995
Torus,10000,10,facile,97,pca,kmeans,0.1265
Torus,10000,10,facile,97,pca,tree,0.9048
Gauss,10000,10,facile,98,tsne,kmeans,0.6285
Gauss,10000,10,facile,98,tsne,tree,0.9207
Gauss,10000,10,facile,98,umap,kmeans,0.6307
Gauss,10000,10,facile,98,umap,tree,0.9199
Gauss,10000,10,facile,98,pca,kmeans,0.5601
Gauss,10000,10,facile,98,pca,tree,0.9163
Torus,10000,10,facile,98,tsne,kmeans,0.3276
Torus,10000,10,facile,98,tsne,tree,0.9929
Torus,10000,10,facile,98,umap,kmeans,0.5155
Torus,10000,10,facile,98,umap,tree,0.9934
Torus,10000,10,facile,98,pca,kmeans,0.1151
Torus,10000,10,facile,98,pca,tree,0.9424
Gauss,10000,10,facile,99,tsne,kmeans,0.6187
Gauss,10000,10,facile,99,tsne,tree,0.9188
Gauss,10000,10,facile,99,umap,kmeans,0.6345
Gauss,10000,10,facile,99,umap,tree,0.9169
Gauss,10000,10,facile,99,pca,kmeans,0.5387
Gauss,10000,10,facile,99,pca,tree,0.9114
Torus,10000,10,facile,99,tsne,kmeans,0.2933
Torus,10000,10,facile,99,tsne,tree,0.995
Torus,10000,10,facile,99,umap,kmeans,0.4637
Torus,10000,10,facile,99,umap,tree,0.9945
Torus,10000,10,facile,99,pca,kmeans,0.1051
Torus,10000,10,facile,99,pca,tree,0.9057
Gauss,10000,10,facile,100,tsne,kmeans,0.6087
Gauss,10000,10,facile,100,tsne,tree,0.9181
Gauss,10000,10,facile,100,umap,kmeans,0.6134
Gauss,10000,10,facile,100,umap,tree,0.9192
Gauss,10000,10,facile,100,pca,kmeans,0.5541
Gauss,10000,10,facile,100,pca,tree,0.9142
Torus,10000,10,facile,100,tsne,kmeans,0.2998
Torus,10000,10,facile,100,tsne,tree,0.9945
Torus,10000,10,facile,100,umap,kmeans,0.5181
Torus,10000,10,facile,100,umap,tree,0.9942
Torus,10000,10,facile,100,pca,kmeans,0.12
Torus,10000,10,facile,100,pca,tree,0.8992
Gauss,10000,10,difficile,1,tsne,kmeans,0.3971
Gauss,10000,10,difficile,1,tsne,tree,0.8757
Gauss,10000,10,difficile,1,umap,kmeans,0.4136
Gauss,10000,10,difficile,1,umap,tree,0.8671
Gauss,10000,10,difficile,1,pca,kmeans,0.3706
Gauss,10000,10,difficile,1,pca,tree,0.8643
Torus,10000,10,difficile,1,tsne,kmeans,0.2317
Torus,10000,10,difficile,1,tsne,tree,0.9076
Torus,10000,10,difficile,1,umap,kmeans,0.233
Torus,10000,10,difficile,1,umap,tree,0.9039
Torus,10000,10,difficile,1,pca,kmeans,0.1295
Torus,10000,10,difficile,1,pca,tree,0.8543
Gauss,10000,10,difficile,2,tsne,kmeans,0.3918
Gauss,10000,10,difficile,2,tsne,tree,0.8727
Gauss,10000,10,difficile,2,umap,kmeans,0.4201
Gauss,10000,10,difficile,2,umap,tree,0.8678
Gauss,10000,10,difficile,2,pca,kmeans,0.3686
Gauss,10000,10,difficile,2,pca,tree,0.857
Torus,10000,10,difficile,2,tsne,kmeans,0.2658
Torus,10000,10,difficile,2,tsne,tree,0.9078
Torus,10000,10,difficile,2,umap,kmeans,0.3207
Torus,10000,10,difficile,2,umap,tree,0.908
Torus,10000,10,difficile,2,pca,kmeans,0.1298
Torus,10000,10,difficile,2,pca,tree,0.825
Gauss,10000,10,difficile,3,tsne,kmeans,0.4049
Gauss,10000,10,difficile,3,tsne,tree,0.8784
Gauss,10000,10,difficile,3,umap,kmeans,0.4116
Gauss,10000,10,difficile,3,umap,tree,0.8734
Gauss,10000,10,difficile,3,pca,kmeans,0.3811
Gauss,10000,10,difficile,3,pca,tree,0.8633
Torus,10000,10,difficile,3,tsne,kmeans,0.2872
Torus,10000,10,difficile,3,tsne,tree,0.9078
Torus,10000,10,difficile,3,umap,kmeans,0.3165
Torus,10000,10,difficile,3,umap,tree,0.9095
Torus,10000,10,difficile,3,pca,kmeans,0.1209
Torus,10000,10,difficile,3,pca,tree,0.8456
Gauss,10000,10,difficile,4,tsne,kmeans,0.3891
Gauss,10000,10,difficile,4,tsne,tree,0.8728
Gauss,10000,10,difficile,4,umap,kmeans,0.4261
Gauss,10000,10,difficile,4,umap,tree,0.8717
Gauss,10000,10,difficile,4,pca,kmeans,0.3799
Gauss,10000,10,difficile,4,pca,tree,0.8641
Torus,10000,10,difficile,4,tsne,kmeans,0.2361
Torus,10000,10,difficile,4,tsne,tree,0.9127
Torus,10000,10,difficile,4,umap,kmeans,0.3396
Torus,10000,10,difficile,4,umap,tree,0.9093
Torus,10000,10,difficile,4,pca,kmeans,0.1422
Torus,10000,10,difficile,4,pca,tree,0.8721
Gauss,10000,10,difficile,5,tsne,kmeans,0.4062
Gauss,10000,10,difficile,5,tsne,tree,0.8783
Gauss,10000,10,difficile,5,umap,kmeans,0.4308
Gauss,10000,10,difficile,5,umap,tree,0.8706
Gauss,10000,10,difficile,5,pca,kmeans,0.375
Gauss,10000,10,difficile,5,pca,tree,0.8615
Torus,10000,10,difficile,5,tsne,kmeans,0.2539
Torus,10000,10,difficile,5,tsne,tree,0.9119
Torus,10000,10,difficile,5,umap,kmeans,0.3005
Torus,10000,10,difficile,5,umap,tree,0.9117
Torus,10000,10,difficile,5,pca,kmeans,0.1227
Torus,10000,10,difficile,5,pca,tree,0.8441
Gauss,10000,10,difficile,6,tsne,kmeans,0.4502
Gauss,10000,10,difficile,6,tsne,tree,0.8799
Gauss,10000,10,difficile,6,umap,kmeans,0.4553
Gauss,10000,10,difficile,6,umap,tree,0.8773
Gauss,10000,10,difficile,6,pca,kmeans,0.3891
Gauss,10000,10,difficile,6,pca,tree,0.8666
Torus,10000,10,difficile,6,tsne,kmeans,0.3111
Torus,10000,10,difficile,6,tsne,tree,0.9075
Torus,10000,10,difficile,6,umap,kmeans,0.2432
Torus,10000,10,difficile,6,umap,tree,0.9094
Torus,10000,10,difficile,6,pca,kmeans,0.1307
Torus,10000,10,difficile,6,pca,tree,0.8296
Gauss,10000,10,difficile,7,tsne,kmeans,0.4345
Gauss,10000,10,difficile,7,tsne,tree,0.8804
Gauss,10000,10,difficile,7,umap,kmeans,0.4427
Gauss,10000,10,difficile,7,umap,tree,0.8755
Gauss,10000,10,difficile,7,pca,kmeans,0.3829
Gauss,10000,10,difficile,7,pca,tree,0.865
Torus,10000,10,difficile,7,tsne,kmeans,0.2208
Torus,10000,10,difficile,7,tsne,tree,0.9138
Torus,10000,10,difficile,7,umap,kmeans,0.2855
Torus,10000,10,difficile,7,umap,tree,0.9089
Torus,10000,10,difficile,7,pca,kmeans,0.1387
Torus,10000,10,difficile,7,pca,tree,0.8744
Gauss,10000,10,difficile,8,tsne,kmeans,0.4124
Gauss,10000,10,difficile,8,tsne,tree,0.8736
Gauss,10000,10,difficile,8,umap,kmeans,0.4121
Gauss,10000,10,difficile,8,umap,tree,0.8737
Gauss,10000,10,difficile,8,pca,kmeans,0.3769
Gauss,10000,10,difficile,8,pca,tree,0.8637
Torus,10000,10,difficile,8,tsne,kmeans,0.3131
Torus,10000,10,difficile,8,tsne,tree,0.912
Torus,10000,10,difficile,8,umap,kmeans,0.2414
Torus,10000,10,difficile,8,umap,tree,0.9107
Torus,10000,10,difficile,8,pca,kmeans,0.1261
Torus,10000,10,difficile,8,pca,tree,0.8491
Gauss,10000,10,difficile,9,tsne,kmeans,0.3918
Gauss,10000,10,difficile,9,tsne,tree,0.8751
Gauss,10000,10,difficile,9,umap,kmeans,0.4188
Gauss,10000,10,difficile,9,umap,tree,0.8723
Gauss,10000,10,difficile,9,pca,kmeans,0.3655
Gauss,10000,10,difficile,9,pca,tree,0.8577
Torus,10000,10,difficile,9,tsne,kmeans,0.2321
Torus,10000,10,difficile,9,tsne,tree,0.9099
Torus,10000,10,difficile,9,umap,kmeans,0.2662
Torus,10000,10,difficile,9,umap,tree,0.9108
Torus,10000,10,difficile,9,pca,kmeans,0.1327
Torus,10000,10,difficile,9,pca,tree,0.8746
Gauss,10000,10,difficile,10,tsne,kmeans,0.409
Gauss,10000,10,difficile,10,tsne,tree,0.8732
Gauss,10000,10,difficile,10,umap,kmeans,0.4178
Gauss,10000,10,difficile,10,umap,tree,0.8729
Gauss,10000,10,difficile,10,pca,kmeans,0.3568
Gauss,10000,10,difficile,10,pca,tree,0.8623
Torus,10000,10,difficile,10,tsne,kmeans,0.2195
Torus,10000,10,difficile,10,tsne,tree,0.9077
Torus,10000,10,difficile,10,umap,kmeans,0.3113
Torus,10000,10,difficile,10,umap,tree,0.9057
Torus,10000,10,difficile,10,pca,kmeans,0.1317
Torus,10000,10,difficile,10,pca,tree,0.8553
Gauss,10000,10,difficile,11,tsne,kmeans,0.3943
Gauss,10000,10,difficile,11,tsne,tree,0.8775
Gauss,10000,10,difficile,11,umap,kmeans,0.4032
Gauss,10000,10,difficile,11,umap,tree,0.8735
Gauss,10000,10,difficile,11,pca,kmeans,0.3647
Gauss,10000,10,difficile,11,pca,tree,0.8606
Torus,10000,10,difficile,11,tsne,kmeans,0.2311
Torus,10000,10,difficile,11,tsne,tree,0.9057
Torus,10000,10,difficile,11,umap,kmeans,0.3108
Torus,10000,10,difficile,11,umap,tree,0.9093
Torus,10000,10,difficile,11,pca,kmeans,0.1217
Torus,10000,10,difficile,11,pca,tree,0.8304
Gauss,10000,10,difficile,12,tsne,kmeans,0.4167
Gauss,10000,10,difficile,12,tsne,tree,0.8763
Gauss,10000,10,difficile,12,umap,kmeans,0.4374
Gauss,10000,10,difficile,12,umap,tree,0.8732
Gauss,10000,10,difficile,12,pca,kmeans,0.3691
Gauss,10000,10,difficile,12,pca,tree,0.8636
Torus,10000,10,difficile,12,tsne,kmeans,0.2689
Torus,10000,10,difficile,12,tsne,tree,0.9128
Torus,10000,10,difficile,12,umap,kmeans,0.3285
Torus,10000,10,difficile,12,umap,tree,0.9102
Torus,10000,10,difficile,12,pca,kmeans,0.131
Torus,10000,10,difficile,12,pca,tree,0.8686
Gauss,10000,10,difficile,13,tsne,kmeans,0.4232
Gauss,10000,10,difficile,13,tsne,tree,0.8758
Gauss,10000,10,difficile,13,umap,kmeans,0.4371
Gauss,10000,10,difficile,13,umap,tree,0.8733
Gauss,10000,10,difficile,13,pca,kmeans,0.3863
Gauss,10000,10,difficile,13,pca,tree,0.8627
Torus,10000,10,difficile,13,tsne,kmeans,0.2353
Torus,10000,10,difficile,13,tsne,tree,0.9045
Torus,10000,10,difficile,13,umap,kmeans,0.3176
Torus,10000,10,difficile,13,umap,tree,0.9031
Torus,10000,10,difficile,13,pca,kmeans,0.1301
Torus,10000,10,difficile,13,pca,tree,0.8646
Gauss,10000,10,difficile,14,tsne,kmeans,0.4337
Gauss,10000,10,difficile,14,tsne,tree,0.8813
Gauss,10000,10,difficile,14,umap,kmeans,0.4355
Gauss,10000,10,difficile,14,umap,tree,0.8741
Gauss,10000,10,difficile,14,pca,kmeans,0.3643
Gauss,10000,10,difficile,14,pca,tree,0.8641
Torus,10000,10,difficile,14,tsne,kmeans,0.2453
Torus,10000,10,difficile,14,tsne,tree,0.9059
Torus,10000,10,difficile,14,umap,kmeans,0.3336
Torus,10000,10,difficile,14,umap,tree,0.9048
Torus,10000,10,difficile,14,pca,kmeans,0.1292
Torus,10000,10,difficile,14,pca,tree,0.8561
Gauss,10000,10,difficile,15,tsne,kmeans,0.4139
Gauss,10000,10,difficile,15,tsne,tree,0.8745
Gauss,10000,10,difficile,15,umap,kmeans,0.4196
Gauss,10000,10,difficile,15,umap,tree,0.872
Gauss,10000,10,difficile,15,pca,kmeans,0.358
Gauss,10000,10,difficile,15,pca,tree,0.8643
Torus,10000,10,difficile,15,tsne,kmeans,0.2874
Torus,10000,10,difficile,15,tsne,tree,0.9114
Torus,10000,10,difficile,15,umap,kmeans,0.3228
Torus,10000,10,difficile,15,umap,tree,0.9113
Torus,10000,10,difficile,15,pca,kmeans,0.1315
Torus,10000,10,difficile,15,pca,tree,0.8271
Gauss,10000,10,difficile,16,tsne,kmeans,0.4277
Gauss,10000,10,difficile,16,tsne,tree,0.8726
Gauss,10000,10,difficile,16,umap,kmeans,0.44
Gauss,10000,10,difficile,16,umap,tree,0.8678
Gauss,10000,10,difficile,16,pca,kmeans,0.3703
Gauss,10000,10,difficile,16,pca,tree,0.8617
Torus,10000,10,difficile,16,tsne,kmeans,0.2823
Torus,10000,10,difficile,16,tsne,tree,0.9117
Torus,10000,10,difficile,16,umap,kmeans,0.3626
Torus,10000,10,difficile,16,umap,tree,0.9124
Torus,10000,10,difficile,16,pca,kmeans,0.1474
Torus,10000,10,difficile,16,pca,tree,0.876
Gauss,10000,10,difficile,17,tsne,kmeans,0.4287
Gauss,10000,10,difficile,17,tsne,tree,0.8779
Gauss,10000,10,difficile,17,umap,kmeans,0.4505
Gauss,10000,10,difficile,17,umap,tree,0.8698
Gauss,10000,10,difficile,17,pca,kmeans,0.3933
Gauss,10000,10,difficile,17,pca,tree,0.8646
Torus,10000,10,difficile,17,tsne,kmeans,0.2887
Torus,10000,10,difficile,17,tsne,tree,0.9109
Torus,10000,10,difficile,17,umap,kmeans,0.3898
Torus,10000,10,difficile,17,umap,tree,0.9114
Torus,10000,10,difficile,17,pca,kmeans,0.1301
Torus,10000,10,difficile,17,pca,tree,0.8534
Gauss,10000,10,difficile,18,tsne,kmeans,0.4129
Gauss,10000,10,difficile,18,tsne,tree,0.8779
Gauss,10000,10,difficile,18,umap,kmeans,0.4353
Gauss,10000,10,difficile,18,umap,tree,0.8727
Gauss,10000,10,difficile,18,pca,kmeans,0.3777
Gauss,10000,10,difficile,18,pca,tree,0.8616
Torus,10000,10,difficile,18,tsne,kmeans,0.2743
Torus,10000,10,difficile,18,tsne,tree,0.9097
Torus,10000,10,difficile,18,umap,kmeans,0.3194
Torus,10000,10,difficile,18,umap,tree,0.91
Torus,10000,10,difficile,18,pca,kmeans,0.1282
Torus,10000,10,difficile,18,pca,tree,0.876
Gauss,10000,10,difficile,19,tsne,kmeans,0.4287
Gauss,10000,10,difficile,19,tsne,tree,0.8772
Gauss,10000,10,difficile,19,umap,kmeans,0.4419
Gauss,10000,10,difficile,19,umap,tree,0.8768
Gauss,10000,10,difficile,19,pca,kmeans,0.3871
Gauss,10000,10,difficile,19,pca,tree,0.8642
Torus,10000,10,difficile,19,tsne,kmeans,0.2664
Torus,10000,10,difficile,19,tsne,tree,0.9101
Torus,10000,10,difficile,19,umap,kmeans,0.3711
Torus,10000,10,difficile,19,umap,tree,0.9077
Torus,10000,10,difficile,19,pca,kmeans,0.1247
Torus,10000,10,difficile,19,pca,tree,0.8691
Gauss,10000,10,difficile,20,tsne,kmeans,0.4313
Gauss,10000,10,difficile,20,tsne,tree,0.8774
Gauss,10000,10,difficile,20,umap,kmeans,0.4374
Gauss,10000,10,difficile,20,umap,tree,0.876
Gauss,10000,10,difficile,20,pca,kmeans,0.3786
Gauss,10000,10,difficile,20,pca,tree,0.8672
Torus,10000,10,difficile,20,tsne,kmeans,0.2426
Torus,10000,10,difficile,20,tsne,tree,0.9089
Torus,10000,10,difficile,20,umap,kmeans,0.3384
Torus,10000,10,difficile,20,umap,tree,0.906
Torus,10000,10,difficile,20,pca,kmeans,0.1326
Torus,10000,10,difficile,20,pca,tree,0.8302
Gauss,10000,10,difficile,21,tsne,kmeans,0.3963
Gauss,10000,10,difficile,21,tsne,tree,0.8729
Gauss,10000,10,difficile,21,umap,kmeans,0.4292
Gauss,10000,10,difficile,21,umap,tree,0.8708
Gauss,10000,10,difficile,21,pca,kmeans,0.3779
Gauss,10000,10,difficile,21,pca,tree,0.8629
Torus,10000,10,difficile,21,tsne,kmeans,0.2558
Torus,10000,10,difficile,21,tsne,tree,0.9116
Torus,10000,10,difficile,21,umap,kmeans,0.297
Torus,10000,10,difficile,21,umap,tree,0.9099
Torus,10000,10,difficile,21,pca,kmeans,0.1321
Torus,10000,10,difficile,21,pca,tree,0.8664
Gauss,10000,10,difficile,22,tsne,kmeans,0.4222
Gauss,10000,10,difficile,22,tsne,tree,0.8774
Gauss,10000,10,difficile,22,umap,kmeans,0.4451
Gauss,10000,10,difficile,22,umap,tree,0.8737
Gauss,10000,10,difficile,22,pca,kmeans,0.4034
Gauss,10000,10,difficile,22,pca,tree,0.8663
Torus,10000,10,difficile,22,tsne,kmeans,0.2428
Torus,10000,10,difficile,22,tsne,tree,0.9112
Torus,10000,10,difficile,22,umap,kmeans,0.3814
Torus,10000,10,difficile,22,umap,tree,0.9119
Torus,10000,10,difficile,22,pca,kmeans,0.1251
Torus,10000,10,difficile,22,pca,tree,0.8254
Gauss,10000,10,difficile,23,tsne,kmeans,0.3943
Gauss,10000,10,difficile,23,tsne,tree,0.8745
Gauss,10000,10,difficile,23,umap,kmeans,0.4232
Gauss,10000,10,difficile,23,umap,tree,0.8696
Gauss,10000,10,difficile,23,pca,kmeans,0.3737
Gauss,10000,10,difficile,23,pca,tree,0.8637
Torus,10000,10,difficile,23,tsne,kmeans,0.2747
Torus,10000,10,difficile,23,tsne,tree,0.911
Torus,10000,10,difficile,23,umap,kmeans,0.3528
Torus,10000,10,difficile,23,umap,tree,0.9095
Torus,10000,10,difficile,23,pca,kmeans,0.1237
Torus,10000,10,difficile,23,pca,tree,0.871
Gauss,10000,10,difficile,24,tsne,kmeans,0.4337
Gauss,10000,10,difficile,24,tsne,tree,0.8772
Gauss,10000,10,difficile,24,umap,kmeans,0.4305
Gauss,10000,10,difficile,24,umap,tree,0.8715
Gauss,10000,10,difficile,24,pca,kmeans,0.3829
Gauss,10000,10,difficile,24,pca,tree,0.8648
Torus,10000,10,difficile,24,tsne,kmeans,0.2658
Torus,10000,10,difficile,24,tsne,tree,0.908
Torus,10000,10,difficile,24,umap,kmeans,0.3368
Torus,10000,10,difficile,24,umap,tree,0.906
Torus,10000,10,difficile,24,pca,kmeans,0.1327
Torus,10000,10,difficile,24,pca,tree,0.87
Gauss,10000,10,difficile,25,tsne,kmeans,0.3984
Gauss,10000,10,difficile,25,tsne,tree,0.8711
Gauss,10000,10,difficile,25,umap,kmeans,0.4098
Gauss,10000,10,difficile,25,umap,tree,0.8677
Gauss,10000,10,difficile,25,pca,kmeans,0.3607
Gauss,10000,10,difficile,25,pca,tree,0.8612
Torus,10000,10,difficile,25,tsne,kmeans,0.2402
Torus,10000,10,difficile,25,tsne,tree,0.9081
Torus,10000,10,difficile,25,umap,kmeans,0.267
Torus,10000,10,difficile,25,umap,tree,0.9058
Torus,10000,10,difficile,25,pca,kmeans,0.1297
Torus,10000,10,difficile,25,pca,tree,0.8315
Gauss,10000,10,difficile,26,tsne,kmeans,0.3926
Gauss,10000,10,difficile,26,tsne,tree,0.8725
Gauss,10000,10,difficile,26,umap,kmeans,0.4209
Gauss,10000,10,difficile,26,umap,tree,0.8669
Gauss,10000,10,difficile,26,pca,kmeans,0.3585
Gauss,10000,10,difficile,26,pca,tree,0.8591
Torus,10000,10,difficile,26,tsne,kmeans,0.3142
Torus,10000,10,difficile,26,tsne,tree,0.9124
Torus,10000,10,difficile,26,umap,kmeans,0.3694
Torus,10000,10,difficile,26,umap,tree,0.9121
Torus,10000,10,difficile,26,pca,kmeans,0.1423
Torus,10000,10,difficile,26,pca,tree,0.8321
Gauss,10000,10,difficile,27,tsne,kmeans,0.4067
Gauss,10000,10,difficile,27,tsne,tree,0.8702
Gauss,10000,10,difficile,27,umap,kmeans,0.4235
Gauss,10000,10,difficile,27,umap,tree,0.8689
Gauss,10000,10,difficile,27,pca,kmeans,0.366
Gauss,10000,10,difficile,27,pca,tree,0.86
Torus,10000,10,difficile,27,tsne,kmeans,0.2064
Torus,10000,10,difficile,27,tsne,tree,0.9088
