data_type,n,d,livello,rep,method,measure,acc./ARI
Gauss,100,10,difficile,80,tsne,tree,0.88
Gauss,100,10,difficile,80,umap,kmeans,0.404
Gauss,100,10,difficile,80,umap,tree,0.82
Gauss,100,10,difficile,80,pca,kmeans,0.33
Gauss,100,10,difficile,80,pca,tree,0.85
Torus,100,10,difficile,80,tsne,kmeans,0.1208
Torus,100,10,difficile,80,tsne,tree,0.89
Torus,100,10,difficile,80,umap,kmeans,0.1207
Torus,100,10,difficile,80,umap,tree,0.94
Torus,100,10,difficile,80,pca,kmeans,0.069
Torus,100,10,difficile,80,pca,tree,0.93
Gauss,100,10,difficile,81,tsne,kmeans,0.263
Gauss,100,10,difficile,81,tsne,tree,0.89
Gauss,100,10,difficile,81,umap,kmeans,0.3066
Gauss,100,10,difficile,81,umap,tree,0.82
Gauss,100,10,difficile,81,pca,kmeans,0.2228
Gauss,100,10,difficile,81,pca,tree,0.82
Torus,100,10,difficile,81,tsne,kmeans,-0.0098
Torus,100,10,difficile,81,tsne,tree,0.89
Torus,100,10,difficile,81,umap,kmeans,0.3535
Torus,100,10,difficile,81,umap,tree,0.88
Torus,100,10,difficile,81,pca,kmeans,0.1514
Torus,100,10,difficile,81,pca,tree,0.9
Gauss,100,10,difficile,82,tsne,kmeans,0.4036
Gauss,100,10,difficile,82,tsne,tree,0.85
Gauss,100,10,difficile,82,umap,kmeans,0.3066
Gauss,100,10,difficile,82,umap,tree,0.86
Gauss,100,10,difficile,82,pca,kmeans,0.4301
Gauss,100,10,difficile,82,pca,tree,0.87
Torus,100,10,difficile,82,tsne,kmeans,0.2036
Torus,100,10,difficile,82,tsne,tree,0.84
Torus,100,10,difficile,82,umap,kmeans,0.2232
Torus,100,10,difficile,82,umap,tree,0.86
Torus,100,10,difficile,82,pca,kmeans,0.136
Torus,100,10,difficile,82,pca,tree,0.81
Gauss,100,10,difficile,83,tsne,kmeans,0.136
Gauss,100,10,difficile,83,tsne,tree,0.82
Gauss,100,10,difficile,83,umap,kmeans,0.1856
Gauss,100,10,difficile,83,umap,tree,0.85
Gauss,100,10,difficile,83,pca,kmeans,0.2238
Gauss,100,10,difficile,83,pca,tree,0.87
Torus,100,10,difficile,83,tsne,kmeans,0.2844
Torus,100,10,difficile,83,tsne,tree,0.85
Torus,100,10,difficile,83,umap,kmeans,0.3302
Torus,100,10,difficile,83,umap,tree,0.91
Torus,100,10,difficile,83,pca,kmeans,0.136
Torus,100,10,difficile,83,pca,tree,0.82
Gauss,100,10,difficile,84,tsne,kmeans,0.3782
Gauss,100,10,difficile,84,tsne,tree,0.84
Gauss,100,10,difficile,84,umap,kmeans,0.4035
Gauss,100,10,difficile,84,umap,tree,0.84
Gauss,100,10,difficile,84,pca,kmeans,0.5134
Gauss,100,10,difficile,84,pca,tree,0.86
Torus,100,10,difficile,84,tsne,kmeans,0.2226
Torus,100,10,difficile,84,tsne,tree,0.88
Torus,100,10,difficile,84,umap,kmeans,0.1855
Torus,100,10,difficile,84,umap,tree,0.87
Torus,100,10,difficile,84,pca,kmeans,0.136
Torus,100,10,difficile,84,pca,tree,0.83
Gauss,100,10,difficile,85,tsne,kmeans,0.3783
Gauss,100,10,difficile,85,tsne,tree,0.83
Gauss,100,10,difficile,85,umap,kmeans,0.3536
Gauss,100,10,difficile,85,umap,tree,0.82
Gauss,100,10,difficile,85,pca,kmeans,0.3299
Gauss,100,10,difficile,85,pca,tree,0.82
Torus,100,10,difficile,85,tsne,kmeans,0.2637
Torus,100,10,difficile,85,tsne,tree,0.9
Torus,100,10,difficile,85,umap,kmeans,0.3068
Torus,100,10,difficile,85,umap,tree,0.87
Torus,100,10,difficile,85,pca,kmeans,0.2631
Torus,100,10,difficile,85,pca,tree,0.86
Gauss,100,10,difficile,86,tsne,kmeans,0.4299
Gauss,100,10,difficile,86,tsne,tree,0.83
Gauss,100,10,difficile,86,umap,kmeans,0.457
Gauss,100,10,difficile,86,umap,tree,0.85
Gauss,100,10,difficile,86,pca,kmeans,0.4299
Gauss,100,10,difficile,86,pca,tree,0.86
Torus,100,10,difficile,86,tsne,kmeans,0.2845
Torus,100,10,difficile,86,tsne,tree,0.9
Torus,100,10,difficile,86,umap,kmeans,0.2225
Torus,100,10,difficile,86,umap,tree,0.89
Torus,100,10,difficile,86,pca,kmeans,0.1066
Torus,100,10,difficile,86,pca,tree,0.85
Gauss,100,10,difficile,87,tsne,kmeans,0.3068
Gauss,100,10,difficile,87,tsne,tree,0.81
Gauss,100,10,difficile,87,umap,kmeans,0.0389
Gauss,100,10,difficile,87,umap,tree,0.8
Gauss,100,10,difficile,87,pca,kmeans,0.1474
Gauss,100,10,difficile,87,pca,tree,0.78
Torus,100,10,difficile,87,tsne,kmeans,0.2226
Torus,100,10,difficile,87,tsne,tree,0.83
Torus,100,10,difficile,87,umap,kmeans,0.3535
Torus,100,10,difficile,87,umap,tree,0.85
Torus,100,10,difficile,87,pca,kmeans,0.1514
Torus,100,10,difficile,87,pca,tree,0.86
Gauss,100,10,difficile,88,tsne,kmeans,0.048
Gauss,100,10,difficile,88,tsne,tree,0.83
Gauss,100,10,difficile,88,umap,kmeans,0.1514
Gauss,100,10,difficile,88,umap,tree,0.8
Gauss,100,10,difficile,88,pca,kmeans,0.2633
Gauss,100,10,difficile,88,pca,tree,0.83
Torus,100,10,difficile,88,tsne,kmeans,0.3066
Torus,100,10,difficile,88,tsne,tree,0.84
Torus,100,10,difficile,88,umap,kmeans,0.2432
Torus,100,10,difficile,88,umap,tree,0.88
Torus,100,10,difficile,88,pca,kmeans,0.0933
Torus,100,10,difficile,88,pca,tree,0.88
Gauss,100,10,difficile,89,tsne,kmeans,0.457
Gauss,100,10,difficile,89,tsne,tree,0.87
Gauss,100,10,difficile,89,umap,kmeans,0.4849
Gauss,100,10,difficile,89,umap,tree,0.87
Gauss,100,10,difficile,89,pca,kmeans,0.4037
Gauss,100,10,difficile,89,pca,tree,0.89
Torus,100,10,difficile,89,tsne,kmeans,0.1208
Torus,100,10,difficile,89,tsne,tree,0.91
Torus,100,10,difficile,89,umap,kmeans,0.1683
Torus,100,10,difficile,89,umap,tree,0.86
Torus,100,10,difficile,89,pca,kmeans,0.0695
Torus,100,10,difficile,89,pca,tree,0.8
Gauss,100,10,difficile,90,tsne,kmeans,0.3785
Gauss,100,10,difficile,90,tsne,tree,0.85
Gauss,100,10,difficile,90,umap,kmeans,0.3784
Gauss,100,10,difficile,90,umap,tree,0.86
Gauss,100,10,difficile,90,pca,kmeans,0.4039
Gauss,100,10,difficile,90,pca,tree,0.89
Torus,100,10,difficile,90,tsne,kmeans,0.3296
Torus,100,10,difficile,90,tsne,tree,0.86
Torus,100,10,difficile,90,umap,kmeans,0.2425
Torus,100,10,difficile,90,umap,tree,0.89
Torus,100,10,difficile,90,pca,kmeans,0.1514
Torus,100,10,difficile,90,pca,tree,0.85
Gauss,100,10,difficile,91,tsne,kmeans,0.2844
Gauss,100,10,difficile,91,tsne,tree,0.8
Gauss,100,10,difficile,91,umap,kmeans,0.4299
Gauss,100,10,difficile,91,umap,tree,0.86
Gauss,100,10,difficile,91,pca,kmeans,0.457
Gauss,100,10,difficile,91,pca,tree,0.86
Torus,100,10,difficile,91,tsne,kmeans,0.2225
Torus,100,10,difficile,91,tsne,tree,0.86
Torus,100,10,difficile,91,umap,kmeans,0.1538
Torus,100,10,difficile,91,umap,tree,0.83
Torus,100,10,difficile,91,pca,kmeans,0.081
Torus,100,10,difficile,91,pca,tree,0.91
Gauss,100,10,difficile,92,tsne,kmeans,0.3535
Gauss,100,10,difficile,92,tsne,tree,0.84
Gauss,100,10,difficile,92,umap,kmeans,0.4037
Gauss,100,10,difficile,92,umap,tree,0.83
Gauss,100,10,difficile,92,pca,kmeans,0.3537
Gauss,100,10,difficile,92,pca,tree,0.82
Torus,100,10,difficile,92,tsne,kmeans,0.2425
Torus,100,10,difficile,92,tsne,tree,0.81
Torus,100,10,difficile,92,umap,kmeans,0.2849
Torus,100,10,difficile,92,umap,tree,0.83
Torus,100,10,difficile,92,pca,kmeans,0.2036
Torus,100,10,difficile,92,pca,tree,0.84
Gauss,100,10,difficile,93,tsne,kmeans,0.3785
Gauss,100,10,difficile,93,tsne,tree,0.83
Gauss,100,10,difficile,93,umap,kmeans,0.4302
Gauss,100,10,difficile,93,umap,tree,0.87
Gauss,100,10,difficile,93,pca,kmeans,0.3541
Gauss,100,10,difficile,93,pca,tree,0.85
Torus,100,10,difficile,93,tsne,kmeans,0.4036
Torus,100,10,difficile,93,tsne,tree,0.85
Torus,100,10,difficile,93,umap,kmeans,0.33
Torus,100,10,difficile,93,umap,tree,0.85
Torus,100,10,difficile,93,pca,kmeans,0.2225
Torus,100,10,difficile,93,pca,tree,0.88
Gauss,100,10,difficile,94,tsne,kmeans,0.4036
Gauss,100,10,difficile,94,tsne,tree,0.85
Gauss,100,10,difficile,94,umap,kmeans,0.4033
Gauss,100,10,difficile,94,umap,tree,0.85
Gauss,100,10,difficile,94,pca,kmeans,0.3061
Gauss,100,10,difficile,94,pca,tree,0.85
Torus,100,10,difficile,94,tsne,kmeans,0.2041
Torus,100,10,difficile,94,tsne,tree,0.86
Torus,100,10,difficile,94,umap,kmeans,0.1528
Torus,100,10,difficile,94,umap,tree,0.79
Torus,100,10,difficile,94,pca,kmeans,0.1076
Torus,100,10,difficile,94,pca,tree,0.76
Gauss,100,10,difficile,95,tsne,kmeans,0.2226
Gauss,100,10,difficile,95,tsne,tree,0.87
Gauss,100,10,difficile,95,umap,kmeans,0.4848
Gauss,100,10,difficile,95,umap,tree,0.85
Gauss,100,10,difficile,95,pca,kmeans,0.43
Gauss,100,10,difficile,95,pca,tree,0.84
Torus,100,10,difficile,95,tsne,kmeans,0.3301
Torus,100,10,difficile,95,tsne,tree,0.86
Torus,100,10,difficile,95,umap,kmeans,0.2227
Torus,100,10,difficile,95,umap,tree,0.81
Torus,100,10,difficile,95,pca,kmeans,0.1357
Torus,100,10,difficile,95,pca,tree,0.81
Gauss,100,10,difficile,96,tsne,kmeans,0.2846
Gauss,100,10,difficile,96,tsne,tree,0.81
Gauss,100,10,difficile,96,umap,kmeans,0.263
Gauss,100,10,difficile,96,umap,tree,0.84
Gauss,100,10,difficile,96,pca,kmeans,0.2635
Gauss,100,10,difficile,96,pca,tree,0.82
Torus,100,10,difficile,96,tsne,kmeans,0.2227
Torus,100,10,difficile,96,tsne,tree,0.93
Torus,100,10,difficile,96,umap,kmeans,0.3067
Torus,100,10,difficile,96,umap,tree,0.9
Torus,100,10,difficile,96,pca,kmeans,0.1357
Torus,100,10,difficile,96,pca,tree,0.92
Gauss,100,10,difficile,97,tsne,kmeans,0.404
Gauss,100,10,difficile,97,tsne,tree,0.88
Gauss,100,10,difficile,97,umap,kmeans,0.3538
Gauss,100,10,difficile,97,umap,tree,0.83
Gauss,100,10,difficile,97,pca,kmeans,0.4306
Gauss,100,10,difficile,97,pca,tree,0.86
Torus,100,10,difficile,97,tsne,kmeans,0.2226
Torus,100,10,difficile,97,tsne,tree,0.86
Torus,100,10,difficile,97,umap,kmeans,0.168
Torus,100,10,difficile,97,umap,tree,0.81
Torus,100,10,difficile,97,pca,kmeans,0.1517
Torus,100,10,difficile,97,pca,tree,0.84
Gauss,100,10,difficile,98,tsne,kmeans,0.0934
Gauss,100,10,difficile,98,tsne,tree,0.86
Gauss,100,10,difficile,98,umap,kmeans,0.2233
Gauss,100,10,difficile,98,umap,tree,0.81
Gauss,100,10,difficile,98,pca,kmeans,0.2857
Gauss,100,10,difficile,98,pca,tree,0.82
Torus,100,10,difficile,98,tsne,kmeans,0.023
Torus,100,10,difficile,98,tsne,tree,0.81
Torus,100,10,difficile,98,umap,kmeans,0.2846
Torus,100,10,difficile,98,umap,tree,0.88
Torus,100,10,difficile,98,pca,kmeans,0.0807
Torus,100,10,difficile,98,pca,tree,0.82
Gauss,100,10,difficile,99,tsne,kmeans,0.457
Gauss,100,10,difficile,99,tsne,tree,0.87
Gauss,100,10,difficile,99,umap,kmeans,0.3782
Gauss,100,10,difficile,99,umap,tree,0.91
Gauss,100,10,difficile,99,pca,kmeans,0.3538
Gauss,100,10,difficile,99,pca,tree,0.83
Torus,100,10,difficile,99,tsne,kmeans,0.2635
Torus,100,10,difficile,99,tsne,tree,0.88
Torus,100,10,difficile,99,umap,kmeans,0.2234
Torus,100,10,difficile,99,umap,tree,0.9
Torus,100,10,difficile,99,pca,kmeans,0.136
Torus,100,10,difficile,99,pca,tree,0.77
Gauss,100,10,difficile,100,tsne,kmeans,0.2624
Gauss,100,10,difficile,100,tsne,tree,0.87
Gauss,100,10,difficile,100,umap,kmeans,0.3778
Gauss,100,10,difficile,100,umap,tree,0.85
Gauss,100,10,difficile,100,pca,kmeans,0.3515
Gauss,100,10,difficile,100,pca,tree,0.83
Torus,100,10,difficile,100,tsne,kmeans,0.263
Torus,100,10,difficile,100,tsne,tree,0.91
Torus,100,10,difficile,100,umap,kmeans,0.1857
Torus,100,10,difficile,100,umap,tree,0.92
Torus,100,10,difficile,100,pca,kmeans,0.1514
Torus,100,10,difficile,100,pca,tree,0.86
Gauss,100,50,facile,1,tsne,kmeans,0.6364
Gauss,100,50,facile,1,tsne,tree,0.88
Gauss,100,50,facile,1,umap,kmeans,0.6691
Gauss,100,50,facile,1,umap,tree,0.91
Gauss,100,50,facile,1,pca,kmeans,0.6364
Gauss,100,50,facile,1,pca,tree,0.92
Torus,100,50,facile,1,tsne,kmeans,0.2036
Torus,100,50,facile,1,tsne,tree,0.92
Torus,100,50,facile,1,umap,kmeans,0.5734
Torus,100,50,facile,1,umap,tree,0.95
Torus,100,50,facile,1,pca,kmeans,0.0692
Torus,100,50,facile,1,pca,tree,0.92
Gauss,100,50,facile,2,tsne,kmeans,0.543
Gauss,100,50,facile,2,tsne,tree,0.88
Gauss,100,50,facile,2,umap,kmeans,0.5733
Gauss,100,50,facile,2,umap,tree,0.92
Gauss,100,50,facile,2,pca,kmeans,0.6691
Gauss,100,50,facile,2,pca,tree,0.95
Torus,100,50,facile,2,tsne,kmeans,0.1212
Torus,100,50,facile,2,tsne,tree,0.94
Torus,100,50,facile,2,umap,kmeans,0.0583
Torus,100,50,facile,2,umap,tree,0.94
Torus,100,50,facile,2,pca,kmeans,0.1363
Torus,100,50,facile,2,pca,tree,0.94
Gauss,100,50,facile,3,tsne,kmeans,0.6364
Gauss,100,50,facile,3,tsne,tree,0.96
Gauss,100,50,facile,3,umap,kmeans,0.5136
Gauss,100,50,facile,3,umap,tree,0.9
Gauss,100,50,facile,3,pca,kmeans,0.5132
Gauss,100,50,facile,3,pca,tree,0.91
Torus,100,50,facile,3,tsne,kmeans,0.3066
Torus,100,50,facile,3,tsne,tree,0.9
Torus,100,50,facile,3,umap,kmeans,0.3535
Torus,100,50,facile,3,umap,tree,0.89
Torus,100,50,facile,3,pca,kmeans,0.1357
Torus,100,50,facile,3,pca,tree,0.89
Gauss,100,50,facile,4,tsne,kmeans,0.6044
Gauss,100,50,facile,4,tsne,tree,0.91
Gauss,100,50,facile,4,umap,kmeans,0.5733
Gauss,100,50,facile,4,umap,tree,0.91
Gauss,100,50,facile,4,pca,kmeans,0.5734
Gauss,100,50,facile,4,pca,tree,0.92
Torus,100,50,facile,4,tsne,kmeans,0.4036
Torus,100,50,facile,4,tsne,tree,0.88
Torus,100,50,facile,4,umap,kmeans,0.2859
Torus,100,50,facile,4,umap,tree,0.91
Torus,100,50,facile,4,pca,kmeans,0.1514
Torus,100,50,facile,4,pca,tree,0.85
Gauss,100,50,facile,5,tsne,kmeans,0.4297
Gauss,100,50,facile,5,tsne,tree,0.83
Gauss,100,50,facile,5,umap,kmeans,0.4569
Gauss,100,50,facile,5,umap,tree,0.88
Gauss,100,50,facile,5,pca,kmeans,0.573
Gauss,100,50,facile,5,pca,tree,0.89
Torus,100,50,facile,5,tsne,kmeans,0.3297
Torus,100,50,facile,5,tsne,tree,0.84
Torus,100,50,facile,5,umap,kmeans,0.43
Torus,100,50,facile,5,umap,tree,0.88
Torus,100,50,facile,5,pca,kmeans,0.2225
Torus,100,50,facile,5,pca,tree,0.9
Gauss,100,50,facile,6,tsne,kmeans,0.6044
Gauss,100,50,facile,6,tsne,tree,0.91
Gauss,100,50,facile,6,umap,kmeans,0.6363
Gauss,100,50,facile,6,umap,tree,0.93
Gauss,100,50,facile,6,pca,kmeans,0.7026
Gauss,100,50,facile,6,pca,tree,0.92
Torus,100,50,facile,6,tsne,kmeans,0.2844
Torus,100,50,facile,6,tsne,tree,0.85
Torus,100,50,facile,6,umap,kmeans,0.4298
Torus,100,50,facile,6,umap,tree,0.97
Torus,100,50,facile,6,pca,kmeans,0.1514
Torus,100,50,facile,6,pca,tree,0.92
Gauss,100,50,facile,7,tsne,kmeans,0.7721
Gauss,100,50,facile,7,tsne,tree,0.93
Gauss,100,50,facile,7,umap,kmeans,0.7026
Gauss,100,50,facile,7,umap,tree,0.95
Gauss,100,50,facile,7,pca,kmeans,0.737
Gauss,100,50,facile,7,pca,tree,0.95
Torus,100,50,facile,7,tsne,kmeans,0.0305
Torus,100,50,facile,7,tsne,tree,0.89
Torus,100,50,facile,7,umap,kmeans,0.07
Torus,100,50,facile,7,umap,tree,1
Torus,100,50,facile,7,pca,kmeans,0.0691
Torus,100,50,facile,7,pca,tree,0.92
Gauss,100,50,facile,8,tsne,kmeans,0.5136
Gauss,100,50,facile,8,tsne,tree,0.9
Gauss,100,50,facile,8,umap,kmeans,0.457
Gauss,100,50,facile,8,umap,tree,0.87
Gauss,100,50,facile,8,pca,kmeans,0.3781
Gauss,100,50,facile,8,pca,tree,0.91
Torus,100,50,facile,8,tsne,kmeans,0.2844
Torus,100,50,facile,8,tsne,tree,0.96
Torus,100,50,facile,8,umap,kmeans,0.3536
Torus,100,50,facile,8,umap,tree,0.95
Torus,100,50,facile,8,pca,kmeans,0.1208
Torus,100,50,facile,8,pca,tree,0.95
Gauss,100,50,facile,9,tsne,kmeans,0.7026
Gauss,100,50,facile,9,tsne,tree,0.94
Gauss,100,50,facile,9,umap,kmeans,0.7026
Gauss,100,50,facile,9,umap,tree,0.93
Gauss,100,50,facile,9,pca,kmeans,0.7026
Gauss,100,50,facile,9,pca,tree,0.93
Torus,100,50,facile,9,tsne,kmeans,0.3781
Torus,100,50,facile,9,tsne,tree,0.9
Torus,100,50,facile,9,umap,kmeans,0.6044
Torus,100,50,facile,9,umap,tree,0.96
Torus,100,50,facile,9,pca,kmeans,0.1516
Torus,100,50,facile,9,pca,tree,0.94
Gauss,100,50,facile,10,tsne,kmeans,0.5135
Gauss,100,50,facile,10,tsne,tree,0.87
Gauss,100,50,facile,10,umap,kmeans,0.6691
Gauss,100,50,facile,10,umap,tree,0.93
Gauss,100,50,facile,10,pca,kmeans,0.5137
Gauss,100,50,facile,10,pca,tree,0.89
Torus,100,50,facile,10,tsne,kmeans,0.263
Torus,100,50,facile,10,tsne,tree,0.96
Torus,100,50,facile,10,umap,kmeans,0.3535
Torus,100,50,facile,10,umap,tree,0.93
Torus,100,50,facile,10,pca,kmeans,0.1066
Torus,100,50,facile,10,pca,tree,0.92
Gauss,100,50,facile,11,tsne,kmeans,0.2632
Gauss,100,50,facile,11,tsne,tree,0.86
Gauss,100,50,facile,11,umap,kmeans,0.3066
Gauss,100,50,facile,11,umap,tree,0.88
Gauss,100,50,facile,11,pca,kmeans,0.4304
Gauss,100,50,facile,11,pca,tree,0.94
Torus,100,50,facile,11,tsne,kmeans,0.2226
Torus,100,50,facile,11,tsne,tree,0.95
Torus,100,50,facile,11,umap,kmeans,0.3298
Torus,100,50,facile,11,umap,tree,0.98
Torus,100,50,facile,11,pca,kmeans,0.0232
Torus,100,50,facile,11,pca,tree,0.98
Gauss,100,50,facile,12,tsne,kmeans,0.5733
Gauss,100,50,facile,12,tsne,tree,0.88
Gauss,100,50,facile,12,umap,kmeans,0.5135
Gauss,100,50,facile,12,umap,tree,0.89
Gauss,100,50,facile,12,pca,kmeans,0.5431
Gauss,100,50,facile,12,pca,tree,0.91
Torus,100,50,facile,12,tsne,kmeans,0.2227
Torus,100,50,facile,12,tsne,tree,0.94
Torus,100,50,facile,12,umap,kmeans,0.3066
Torus,100,50,facile,12,umap,tree,0.9
Torus,100,50,facile,12,pca,kmeans,0.0935
Torus,100,50,facile,12,pca,tree,0.94
Gauss,100,50,facile,13,tsne,kmeans,0.6364
Gauss,100,50,facile,13,tsne,tree,0.91
Gauss,100,50,facile,13,umap,kmeans,0.5734
Gauss,100,50,facile,13,umap,tree,0.9
Gauss,100,50,facile,13,pca,kmeans,0.4852
Gauss,100,50,facile,13,pca,tree,0.9
Torus,100,50,facile,13,tsne,kmeans,0.0302
Torus,100,50,facile,13,tsne,tree,0.87
Torus,100,50,facile,13,umap,kmeans,0.4038
Torus,100,50,facile,13,umap,tree,0.88
Torus,100,50,facile,13,pca,kmeans,0.0387
Torus,100,50,facile,13,pca,tree,0.85
Gauss,100,50,facile,14,tsne,kmeans,0.5734
Gauss,100,50,facile,14,tsne,tree,0.9
Gauss,100,50,facile,14,umap,kmeans,0.7027
Gauss,100,50,facile,14,umap,tree,0.92
Gauss,100,50,facile,14,pca,kmeans,0.6045
Gauss,100,50,facile,14,pca,tree,0.92
Torus,100,50,facile,14,tsne,kmeans,0.3781
Torus,100,50,facile,14,tsne,tree,0.89
Torus,100,50,facile,14,umap,kmeans,0.1239
Torus,100,50,facile,14,umap,tree,0.9
Torus,100,50,facile,14,pca,kmeans,0.1208
Torus,100,50,facile,14,pca,tree,0.92
Gauss,100,50,facile,15,tsne,kmeans,0.6691
Gauss,100,50,facile,15,tsne,tree,0.95
Gauss,100,50,facile,15,umap,kmeans,0.5137
Gauss,100,50,facile,15,umap,tree,0.96
Gauss,100,50,facile,15,pca,kmeans,0.5137
Gauss,100,50,facile,15,pca,tree,0.98
Torus,100,50,facile,15,tsne,kmeans,-0.0065
Torus,100,50,facile,15,tsne,tree,0.94
Torus,100,50,facile,15,umap,kmeans,0.2425
Torus,100,50,facile,15,umap,tree,0.97
Torus,100,50,facile,15,pca,kmeans,0.0582
Torus,100,50,facile,15,pca,tree,0.92
Gauss,100,50,facile,16,tsne,kmeans,0.5733
Gauss,100,50,facile,16,tsne,tree,0.9
Gauss,100,50,facile,16,umap,kmeans,0.4847
Gauss,100,50,facile,16,umap,tree,0.88
Gauss,100,50,facile,16,pca,kmeans,0.4559
Gauss,100,50,facile,16,pca,tree,0.91
Torus,100,50,facile,16,tsne,kmeans,0.2037
Torus,100,50,facile,16,tsne,tree,0.91
Torus,100,50,facile,16,umap,kmeans,0.1207
Torus,100,50,facile,16,umap,tree,0.91
Torus,100,50,facile,16,pca,kmeans,0.1068
Torus,100,50,facile,16,pca,tree,0.87
Gauss,100,50,facile,17,tsne,kmeans,0.7026
Gauss,100,50,facile,17,tsne,tree,0.91
Gauss,100,50,facile,17,umap,kmeans,0.8081
Gauss,100,50,facile,17,umap,tree,0.94
Gauss,100,50,facile,17,pca,kmeans,0.737
Gauss,100,50,facile,17,pca,tree,0.99
Torus,100,50,facile,17,tsne,kmeans,0.4036
Torus,100,50,facile,17,tsne,tree,0.89
Torus,100,50,facile,17,umap,kmeans,0.5734
Torus,100,50,facile,17,umap,tree,0.98
Torus,100,50,facile,17,pca,kmeans,0.1357
Torus,100,50,facile,17,pca,tree,0.85
Gauss,100,50,facile,18,tsne,kmeans,0.8081
Gauss,100,50,facile,18,tsne,tree,0.97
Gauss,100,50,facile,18,umap,kmeans,0.8081
Gauss,100,50,facile,18,umap,tree,0.97
Gauss,100,50,facile,18,pca,kmeans,0.8824
Gauss,100,50,facile,18,pca,tree,0.97
Torus,100,50,facile,18,tsne,kmeans,0.4569
Torus,100,50,facile,18,tsne,tree,0.87
Torus,100,50,facile,18,umap,kmeans,0.5135
Torus,100,50,facile,18,umap,tree,0.99
Torus,100,50,facile,18,pca,kmeans,0.2424
Torus,100,50,facile,18,pca,tree,0.82
Gauss,100,50,facile,19,tsne,kmeans,0.7721
Gauss,100,50,facile,19,tsne,tree,0.97
Gauss,100,50,facile,19,umap,kmeans,0.8448
Gauss,100,50,facile,19,umap,tree,0.97
Gauss,100,50,facile,19,pca,kmeans,0.7721
Gauss,100,50,facile,19,pca,tree,0.95
Torus,100,50,facile,19,tsne,kmeans,0.2844
Torus,100,50,facile,19,tsne,tree,1
Torus,100,50,facile,19,umap,kmeans,0.6365
Torus,100,50,facile,19,umap,tree,0.96
Torus,100,50,facile,19,pca,kmeans,0.1516
Torus,100,50,facile,19,pca,tree,0.87
Gauss,100,50,facile,20,tsne,kmeans,0.6044
Gauss,100,50,facile,20,tsne,tree,0.91
Gauss,100,50,facile,20,umap,kmeans,0.6364
Gauss,100,50,facile,20,umap,tree,0.91
Gauss,100,50,facile,20,pca,kmeans,0.6045
Gauss,100,50,facile,20,pca,tree,0.93
Torus,100,50,facile,20,tsne,kmeans,0.0044
Torus,100,50,facile,20,tsne,tree,0.93
Torus,100,50,facile,20,umap,kmeans,0.0157
Torus,100,50,facile,20,umap,tree,0.93
Torus,100,50,facile,20,pca,kmeans,0.0482
Torus,100,50,facile,20,pca,tree,0.93
Gauss,100,50,facile,21,tsne,kmeans,0.5431
Gauss,100,50,facile,21,tsne,tree,0.91
Gauss,100,50,facile,21,umap,kmeans,0.4848
Gauss,100,50,facile,21,umap,tree,0.93
Gauss,100,50,facile,21,pca,kmeans,0.5136
Gauss,100,50,facile,21,pca,tree,0.92
Torus,100,50,facile,21,tsne,kmeans,0.2036
Torus,100,50,facile,21,tsne,tree,0.88
Torus,100,50,facile,21,umap,kmeans,0.0586
Torus,100,50,facile,21,umap,tree,0.97
Torus,100,50,facile,21,pca,kmeans,0.1358
Torus,100,50,facile,21,pca,tree,0.89
Gauss,100,50,facile,22,tsne,kmeans,0.4848
Gauss,100,50,facile,22,tsne,tree,0.91
Gauss,100,50,facile,22,umap,kmeans,0.3067
Gauss,100,50,facile,22,umap,tree,0.86
Gauss,100,50,facile,22,pca,kmeans,0.6045
Gauss,100,50,facile,22,pca,tree,0.93
Torus,100,50,facile,22,tsne,kmeans,0.168
Torus,100,50,facile,22,tsne,tree,0.98
Torus,100,50,facile,22,umap,kmeans,0.1514
Torus,100,50,facile,22,umap,tree,0.96
Torus,100,50,facile,22,pca,kmeans,0.1208
Torus,100,50,facile,22,pca,tree,0.93
Gauss,100,50,facile,23,tsne,kmeans,0.8824
Gauss,100,50,facile,23,tsne,tree,0.96
Gauss,100,50,facile,23,umap,kmeans,0.8824
Gauss,100,50,facile,23,umap,tree,0.97
Gauss,100,50,facile,23,pca,kmeans,0.8448
Gauss,100,50,facile,23,pca,tree,0.98
Torus,100,50,facile,23,tsne,kmeans,0.1207
Torus,100,50,facile,23,tsne,tree,0.88
Torus,100,50,facile,23,umap,kmeans,0.1207
Torus,100,50,facile,23,umap,tree,0.9
Torus,100,50,facile,23,pca,kmeans,0.0388
Torus,100,50,facile,23,pca,tree,0.95
Gauss,100,50,facile,24,tsne,kmeans,0.6692
Gauss,100,50,facile,24,tsne,tree,0.91
Gauss,100,50,facile,24,umap,kmeans,0.6045
Gauss,100,50,facile,24,umap,tree,0.91
Gauss,100,50,facile,24,pca,kmeans,0.4853
Gauss,100,50,facile,24,pca,tree,0.93
Torus,100,50,facile,24,tsne,kmeans,0.3299
Torus,100,50,facile,24,tsne,tree,0.94
Torus,100,50,facile,24,umap,kmeans,0.3537
Torus,100,50,facile,24,umap,tree,0.92
Torus,100,50,facile,24,pca,kmeans,0.1684
Torus,100,50,facile,24,pca,tree,0.86
Gauss,100,50,facile,25,tsne,kmeans,0.6691
Gauss,100,50,facile,25,tsne,tree,0.92
Gauss,100,50,facile,25,umap,kmeans,0.543
Gauss,100,50,facile,25,umap,tree,0.92
